model,prior_prompt,ranking_score,target_source,intent_instruction,intent_reason,intent_candidate_ids,intent_vlm_decision,scene_key,scene_id,target_id,target_label,is_query_target,annotation,branch,grasp_id,grasp_label,is_terminal,reason,status,cl_success,cl_num_steps,cl_final_status,cl_action_seq,cl_reason_seq
gpt-5.5,original,legacy,all,,,,,scene_32/perception,32,5,object_5,False,I need fork.,partially_occluded,3,object_3,False,"target molmo_id=5 (node_id=4) is in graph, occluded by molmo_id=[3]",ok,True,2,target_grasped,3 -> 5,"selected mid=3 (object_3)  vlm_reason=single ancestor; assigned deterministic prior  candidates:    mid=3: P_s=1.000 P_g=0.0712 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || target molmo_id=5 (object_5) is fully visible, directly graspable"
gpt-5.5,original,legacy,all,,,,,scene_32/perception,32,6,object_6,True,I need fork.,partially_occluded,7,object_7,False,"target molmo_id=6 (node_id=5) is in graph, occluded by molmo_id=[7]",ok,True,2,target_grasped,7 -> 6,"selected mid=7 (object_7)  vlm_reason=single ancestor; assigned deterministic prior  candidates:    mid=7: P_s=1.000 P_g=0.0044 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || target molmo_id=6 (object_6) is fully visible, directly graspable"
gpt-5.5,original,legacy,all,,,,,scene_32/perception,32,7,object_7,False,I need fork.,fully_visible,7,object_7,True,"target molmo_id=7 (node_id=6) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,7,"target molmo_id=7 (object_7) is fully visible, directly graspable"
gpt-5.5,original,legacy,all,,,,,scene_345/perception,345,1,object_1,False,the strawberry on the left,fully_visible,1,object_1,True,"target molmo_id=1 (node_id=0) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,1,"target molmo_id=1 (object_1) is fully visible, directly graspable"
gpt-5.5,original,legacy,all,,,,,scene_345/perception,345,2,object_2,False,the strawberry on the left,partially_occluded,4,object_4,False,"target molmo_id=2 (node_id=1) is in graph, occluded by molmo_id=[4]",ok,True,2,target_grasped,4 -> 2,"selected mid=4 (object_4)  vlm_reason=single ancestor; assigned deterministic prior  candidates:    mid=4: P_s=1.000 P_g=0.3169 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || target molmo_id=2 (object_2) is fully visible, directly graspable"
gpt-5.5,original,legacy,all,,,,,scene_345/perception,345,3,object_3,False,the strawberry on the left,fully_visible,3,object_3,True,"target molmo_id=3 (node_id=2) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,3,"target molmo_id=3 (object_3) is fully visible, directly graspable"
gpt-5.5,original,legacy,all,,,,,scene_345/perception,345,4,object_4,False,the strawberry on the left,fully_visible,4,object_4,True,"target molmo_id=4 (node_id=3) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,4,"target molmo_id=4 (object_4) is fully visible, directly graspable"
gpt-5.5,original,legacy,all,,,,,scene_345/perception,345,5,object_5,False,the strawberry on the left,fully_visible,5,object_5,True,"target molmo_id=5 (node_id=4) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,5,"target molmo_id=5 (object_5) is fully visible, directly graspable"
gpt-5.5,original,legacy,all,,,,,scene_345/perception,345,6,object_6,False,the strawberry on the left,fully_visible,6,object_6,True,"target molmo_id=6 (node_id=5) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,6,"target molmo_id=6 (object_6) is fully visible, directly graspable"
gpt-5.5,original,legacy,all,,,,,scene_345/perception,345,7,object_7,False,the strawberry on the left,partially_occluded,4,object_4,False,"target molmo_id=7 (node_id=6) is in graph, occluded by molmo_id=[2]",ok,True,3,target_grasped,4 -> 2 -> 7,"selected mid=4 (object_4)  vlm_reason=Object 2 directly covers/blocks the target 7, making it the immediate occluder. Object 4 is an indirect occluder because it covers object 2, which in turn covers the target, so it has moderate chain relevance.  candidates:    mid=4: P_s=0.620 P_g=0.0356 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || selected mid=2 (object_2)  vlm_reason=single ancestor; assigned deterministic prior  candidates:    mid=2: P_s=1.000 P_g=0.1124 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || target molmo_id=7 (object_7) is fully visible, directly graspable"
gpt-5.5,original,legacy,all,,,,,scene_345/perception,345,8,object_8,False,the strawberry on the left,fully_visible,8,object_8,True,"target molmo_id=8 (node_id=7) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,8,"target molmo_id=8 (object_8) is fully visible, directly graspable"
gpt-5.5,original,legacy,all,,,,,scene_345/perception,345,9,object_9,False,the strawberry on the left,fully_visible,9,object_9,True,"target molmo_id=9 (node_id=8) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,9,"target molmo_id=9 (object_9) is fully visible, directly graspable"
gpt-5.5,original,legacy,all,,,,,scene_345/perception,345,10,object_10,False,the strawberry on the left,fully_visible,10,object_10,True,"target molmo_id=10 (node_id=9) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,10,"target molmo_id=10 (object_10) is fully visible, directly graspable"
gpt-5.5,original,legacy,all,,,,,scene_345/perception,345,11,object_11,False,the strawberry on the left,fully_visible,11,object_11,True,"target molmo_id=11 (node_id=10) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,11,"target molmo_id=11 (object_11) is fully visible, directly graspable"
gpt-5.5,original,legacy,all,,,,,scene_348/perception,348,1,object_1,False,"Have fruit, please.",partially_occluded,4,object_4,False,"target molmo_id=1 (node_id=0) is in graph, occluded by molmo_id=[4, 6]",ok,True,3,target_grasped,4 -> 6 -> 1,"selected mid=4 (object_4)  vlm_reason=Both candidates are listed as direct occluders of target 1. Object 6 visibly overlaps/blocks the right side of the target area slightly more, while object 4 also directly covers part of the target from the left/upper-left chain.  candidates:    mid=4: P_s=0.920 P_g=0.0513 P=0.7134 IG=0.8644 G=1.000 best_part=None cost=0 score=0.6166 <-- selected    mid=6: P_s=0.960 P_g=0.0197 P=0.2866 IG=0.8644 G=1.000 best_part=None cost=0 score=0.2478 || selected mid=6 (object_6)  vlm_reason=single ancestor; assigned deterministic prior  candidates:    mid=6: P_s=1.000 P_g=0.0197 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || target molmo_id=1 (object_1) is fully visible, directly graspable"
gpt-5.5,original,legacy,all,,,,,scene_348/perception,348,2,object_2,False,"Have fruit, please.",fully_visible,2,object_2,True,"target molmo_id=2 (node_id=1) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,2,"target molmo_id=2 (object_2) is fully visible, directly graspable"
gpt-5.5,original,legacy,all,,,,,scene_348/perception,348,3,object_3,False,"Have fruit, please.",fully_visible,3,object_3,True,"target molmo_id=3 (node_id=2) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,3,"target molmo_id=3 (object_3) is fully visible, directly graspable"
gpt-5.5,original,legacy,all,,,,,scene_348/perception,348,4,object_4,False,"Have fruit, please.",fully_visible,4,object_4,True,"target molmo_id=4 (node_id=3) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,4,"target molmo_id=4 (object_4) is fully visible, directly graspable"
gpt-5.5,original,legacy,all,,,,,scene_348/perception,348,5,object_5,False,"Have fruit, please.",fully_visible,5,object_5,True,"target molmo_id=5 (node_id=4) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,5,"target molmo_id=5 (object_5) is fully visible, directly graspable"
gpt-5.5,original,legacy,all,,,,,scene_348/perception,348,6,object_6,False,"Have fruit, please.",fully_visible,6,object_6,True,"target molmo_id=6 (node_id=5) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,6,"target molmo_id=6 (object_6) is fully visible, directly graspable"
