model,prior_prompt,ranking_score,target_source,intent_instruction,intent_reason,intent_candidate_ids,intent_vlm_decision,scene_key,scene_id,target_id,target_label,is_query_target,annotation,branch,grasp_id,grasp_label,is_terminal,reason,status,cl_success,cl_num_steps,cl_final_status,cl_action_seq,cl_reason_seq
gpt-4o,original,theory,all,,,,,scene_125/perception,125,6,object_6,False,the juice on top,partially_occluded,2,object_2,False,"target molmo_id=6 (node_id=5) is in graph, occluded by molmo_id=[5]",ok,True,3,target_grasped,2 -> 5 -> 6,"selected mid=2 (object_2)  vlm_reason=Object 5 directly covers the target (object 6), so it gets a high score. Object 2 indirectly contributes to the occlusion by pressing on object 5, making it moderately important.  candidates:    mid=2: P_s=0.700 P_g=0.0002 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || selected mid=5 (object_5)  vlm_reason=single ancestor; assigned deterministic prior  candidates:    mid=5: P_s=1.000 P_g=0.0155 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || target molmo_id=6 (object_6) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_184/perception,184,1,object_1,False,the grey box,partially_occluded,8,object_8,False,"target molmo_id=1 (node_id=0) is in graph, occluded by molmo_id=[4, 5]",ok,True,4,target_grasped,8 -> 5 -> 4 -> 1,"selected mid=8 (object_8)  vlm_reason=Object 5 directly covers the target (object 1), so it gets the highest score (1.0). Object 4 also directly covers the target but is partially blocked by object 5, so it gets a slightly lower score (0.9). Object 8 indirectly occludes the target by covering object 5, which is a direct occluder, so it gets a moderate score (0.7).  candidates:    mid=8: P_s=0.700 P_g=0.0002 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || selected mid=5 (object_5)  vlm_reason=Object 4 directly covers the target (object 1) but is partially blocked by object 5, making it slightly less critical. Object 5 directly covers both the target and object 4, making it the most significant occluder.  candidates:    mid=5: P_s=0.950 P_g=0.0173 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || selected mid=4 (object_4)  vlm_reason=single ancestor; assigned deterministic prior  candidates:    mid=4: P_s=1.000 P_g=0.0331 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || target molmo_id=1 (object_1) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_184/perception,184,2,object_2,False,the grey box,fully_visible,2,object_2,True,"target molmo_id=2 (node_id=1) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,2,"target molmo_id=2 (object_2) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_184/perception,184,3,object_3,False,the grey box,partially_occluded,8,object_8,False,"target molmo_id=3 (node_id=2) is in graph, occluded by molmo_id=[7]",ok,True,4,target_grasped,8 -> 6 -> 7 -> 3,"selected mid=8 (object_8)  vlm_reason=Object 8 directly covers object 7, which directly covers the target (object 3), making it the most critical occluder. Object 7 directly blocks the target, so it is highly relevant. Object 6 indirectly contributes to the occlusion by pressing object 7, making it moderately important.  candidates:    mid=8: P_s=1.000 P_g=0.0002 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || selected mid=6 (object_6)  vlm_reason=Object_7 directly covers the target (object_3), so it receives a high score. Object_6 covers object_7, which in turn covers the target, making it an indirect occluder with a moderate-to-high score.  candidates:    mid=6: P_s=0.700 P_g=0.0000 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || selected mid=7 (object_7)  vlm_reason=single ancestor; assigned deterministic prior  candidates:    mid=7: P_s=1.000 P_g=0.0061 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || target molmo_id=3 (object_3) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_184/perception,184,4,object_4,False,the grey box,partially_occluded,8,object_8,False,"target molmo_id=4 (node_id=3) is in graph, occluded by molmo_id=[5]",ok,True,3,target_grasped,8 -> 5 -> 4,"selected mid=8 (object_8)  vlm_reason=Object 5 directly covers the target (object 4), making it the immediate occluder with the highest relevance. Object 8 strongly contributes to the occlusion by pressing object 5 onto the target and partially overlapping it, making it a significant indirect occluder.  candidates:    mid=8: P_s=0.850 P_g=0.0014 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || selected mid=5 (object_5)  vlm_reason=single ancestor; assigned deterministic prior  candidates:    mid=5: P_s=1.000 P_g=0.0974 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || target molmo_id=4 (object_4) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_184/perception,184,5,object_5,False,the grey box,partially_occluded,8,object_8,False,"target molmo_id=5 (node_id=4) is in graph, occluded by molmo_id=[8]",ok,True,2,target_grasped,8 -> 5,"selected mid=8 (object_8)  vlm_reason=single ancestor; assigned deterministic prior  candidates:    mid=8: P_s=1.000 P_g=0.0142 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || target molmo_id=5 (object_5) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_184/perception,184,6,object_6,False,the grey box,partially_occluded,8,object_8,False,"target molmo_id=6 (node_id=5) is in graph, occluded by molmo_id=[8]",ok,True,2,target_grasped,8 -> 6,"selected mid=8 (object_8)  vlm_reason=single ancestor; assigned deterministic prior  candidates:    mid=8: P_s=1.000 P_g=0.0188 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || target molmo_id=6 (object_6) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_184/perception,184,7,object_7,False,the grey box,partially_occluded,8,object_8,False,"target molmo_id=7 (node_id=6) is in graph, occluded by molmo_id=[6, 8]",ok,True,3,target_grasped,8 -> 6 -> 7,"selected mid=8 (object_8)  vlm_reason=Object_6 directly covers the target (object_7), making it a high-priority occluder. Object_8 also directly covers the target and presses object_6 onto it, making it the most critical occluder.  candidates:    mid=8: P_s=1.000 P_g=0.0376 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || selected mid=6 (object_6)  vlm_reason=single ancestor; assigned deterministic prior  candidates:    mid=6: P_s=1.000 P_g=0.0067 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || target molmo_id=7 (object_7) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_184/perception,184,8,object_8,True,the grey box,fully_visible,8,object_8,True,"target molmo_id=8 (node_id=7) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,8,"target molmo_id=8 (object_8) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_184/perception,184,9,object_9,False,the grey box,fully_visible,9,object_9,True,"target molmo_id=9 (node_id=8) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,9,"target molmo_id=9 (object_9) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_20/perception,20,1,object_1,False,the rightmost lemon,fully_visible,1,object_1,True,"target molmo_id=1 (node_id=0) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,1,"target molmo_id=1 (object_1) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_20/perception,20,2,object_2,False,the rightmost lemon,partially_occluded,1,object_1,False,"target molmo_id=2 (node_id=1) is in graph, occluded by molmo_id=[1]",ok,True,2,target_grasped,1 -> 2,"selected mid=1 (object_1)  vlm_reason=single ancestor; assigned deterministic prior  candidates:    mid=1: P_s=1.000 P_g=0.0282 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || target molmo_id=2 (object_2) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_20/perception,20,3,object_3,False,the rightmost lemon,partially_occluded,1,object_1,False,"target molmo_id=3 (node_id=2) is in graph, occluded by molmo_id=[2]",ok,True,3,target_grasped,1 -> 2 -> 3,"selected mid=1 (object_1)  vlm_reason=Object_2 directly covers the target (object_3), so it receives a high score. Object_1 indirectly contributes to the occlusion by pressing on object_2, which blocks the target, so it receives a moderate score.  candidates:    mid=1: P_s=0.700 P_g=0.0002 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || selected mid=2 (object_2)  vlm_reason=single ancestor; assigned deterministic prior  candidates:    mid=2: P_s=1.000 P_g=0.0087 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || target molmo_id=3 (object_3) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_20/perception,20,4,object_4,False,the rightmost lemon,partially_occluded,6,object_6,False,"target molmo_id=4 (node_id=3) is in graph, occluded by molmo_id=[6]",ok,True,2,target_grasped,6 -> 4,"selected mid=6 (object_6)  vlm_reason=single ancestor; assigned deterministic prior  candidates:    mid=6: P_s=1.000 P_g=0.0182 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || target molmo_id=4 (object_4) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_20/perception,20,5,object_5,False,the rightmost lemon,fully_visible,5,object_5,True,"target molmo_id=5 (node_id=4) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,5,"target molmo_id=5 (object_5) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_20/perception,20,6,object_6,True,the rightmost lemon,fully_visible,6,object_6,True,"target molmo_id=6 (node_id=5) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,6,"target molmo_id=6 (object_6) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_20/perception,20,7,object_7,False,the rightmost lemon,fully_visible,7,object_7,True,"target molmo_id=7 (node_id=6) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,7,"target molmo_id=7 (object_7) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_222/perception,222,1,object_1,False,the yogurt on the left,fully_visible,1,object_1,True,"target molmo_id=1 (node_id=0) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,1,"target molmo_id=1 (object_1) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_222/perception,222,2,object_2,False,the yogurt on the left,fully_visible,2,object_2,True,"target molmo_id=2 (node_id=1) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,2,"target molmo_id=2 (object_2) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_222/perception,222,3,object_3,False,the yogurt on the left,partially_occluded,5,object_5,False,"target molmo_id=3 (node_id=2) is in graph, occluded by molmo_id=[5]",ok,True,2,target_grasped,5 -> 3,"selected mid=5 (object_5)  vlm_reason=single ancestor; assigned deterministic prior  candidates:    mid=5: P_s=1.000 P_g=0.0042 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || target molmo_id=3 (object_3) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_222/perception,222,4,object_4,False,the yogurt on the left,partially_occluded,5,object_5,False,"target molmo_id=4 (node_id=3) is in graph, occluded by molmo_id=[5]",ok,True,2,target_grasped,5 -> 4,"selected mid=5 (object_5)  vlm_reason=single ancestor; assigned deterministic prior  candidates:    mid=5: P_s=1.000 P_g=0.0273 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || target molmo_id=4 (object_4) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_222/perception,222,5,object_5,False,the yogurt on the left,fully_visible,5,object_5,True,"target molmo_id=5 (node_id=4) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,5,"target molmo_id=5 (object_5) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_222/perception,222,6,object_6,False,the yogurt on the left,fully_visible,6,object_6,True,"target molmo_id=6 (node_id=5) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,6,"target molmo_id=6 (object_6) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_298/perception,298,1,object_1,False,"I am thirstty, need the easiter grasp cup.",fully_visible,1,object_1,True,"target molmo_id=1 (node_id=0) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,1,"target molmo_id=1 (object_1) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_298/perception,298,2,object_2,True,"I am thirstty, need the easiter grasp cup.",partially_occluded,3,object_3,False,"target molmo_id=2 (node_id=1) is in graph, occluded by molmo_id=[3]",ok,True,2,target_grasped,3 -> 2,"selected mid=3 (object_3)  vlm_reason=single ancestor; assigned deterministic prior  candidates:    mid=3: P_s=1.000 P_g=0.0173 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || target molmo_id=2 (object_2) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_298/perception,298,3,object_3,False,"I am thirstty, need the easiter grasp cup.",fully_visible,3,object_3,True,"target molmo_id=3 (node_id=2) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,3,"target molmo_id=3 (object_3) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_298/perception,298,4,object_4,False,"I am thirstty, need the easiter grasp cup.",partially_occluded,3,object_3,False,"target molmo_id=4 (node_id=3) is in graph, occluded by molmo_id=[3]",ok,True,2,target_grasped,3 -> 4,"selected mid=3 (object_3)  vlm_reason=single ancestor; assigned deterministic prior  candidates:    mid=3: P_s=1.000 P_g=0.0184 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || target molmo_id=4 (object_4) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_298/perception,298,5,object_5,False,"I am thirstty, need the easiter grasp cup.",fully_visible,5,object_5,True,"target molmo_id=5 (node_id=4) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,5,"target molmo_id=5 (object_5) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_298/perception,298,6,object_6,False,"I am thirstty, need the easiter grasp cup.",partially_occluded,5,object_5,False,"target molmo_id=6 (node_id=5) is in graph, occluded by molmo_id=[5]",ok,True,2,target_grasped,5 -> 6,"selected mid=5 (object_5)  vlm_reason=single ancestor; assigned deterministic prior  candidates:    mid=5: P_s=1.000 P_g=0.0045 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || target molmo_id=6 (object_6) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_32/perception,32,1,object_1,False,I need fork.,fully_visible,1,object_1,True,"target molmo_id=1 (node_id=0) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,1,"target molmo_id=1 (object_1) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_32/perception,32,2,object_2,False,I need fork.,fully_visible,2,object_2,True,"target molmo_id=2 (node_id=1) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,2,"target molmo_id=2 (object_2) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_32/perception,32,3,object_3,False,I need fork.,fully_visible,3,object_3,True,"target molmo_id=3 (node_id=2) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,3,"target molmo_id=3 (object_3) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_32/perception,32,4,object_4,False,I need fork.,fully_visible,4,object_4,True,"target molmo_id=4 (node_id=3) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,4,"target molmo_id=4 (object_4) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_32/perception,32,5,object_5,False,I need fork.,partially_occluded,3,object_3,False,"target molmo_id=5 (node_id=4) is in graph, occluded by molmo_id=[3]",ok,True,2,target_grasped,3 -> 5,"selected mid=3 (object_3)  vlm_reason=single ancestor; assigned deterministic prior  candidates:    mid=3: P_s=1.000 P_g=0.0712 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || target molmo_id=5 (object_5) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_32/perception,32,6,object_6,True,I need fork.,partially_occluded,7,object_7,False,"target molmo_id=6 (node_id=5) is in graph, occluded by molmo_id=[7]",ok,True,2,target_grasped,7 -> 6,"selected mid=7 (object_7)  vlm_reason=single ancestor; assigned deterministic prior  candidates:    mid=7: P_s=1.000 P_g=0.0044 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || target molmo_id=6 (object_6) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_32/perception,32,7,object_7,False,I need fork.,fully_visible,7,object_7,True,"target molmo_id=7 (node_id=6) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,7,"target molmo_id=7 (object_7) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_345/perception,345,1,object_1,False,the strawberry on the left,fully_visible,1,object_1,True,"target molmo_id=1 (node_id=0) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,1,"target molmo_id=1 (object_1) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_345/perception,345,2,object_2,False,the strawberry on the left,partially_occluded,4,object_4,False,"target molmo_id=2 (node_id=1) is in graph, occluded by molmo_id=[4]",ok,True,2,target_grasped,4 -> 2,"selected mid=4 (object_4)  vlm_reason=single ancestor; assigned deterministic prior  candidates:    mid=4: P_s=1.000 P_g=0.3169 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || target molmo_id=2 (object_2) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_345/perception,345,3,object_3,False,the strawberry on the left,fully_visible,3,object_3,True,"target molmo_id=3 (node_id=2) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,3,"target molmo_id=3 (object_3) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_345/perception,345,4,object_4,False,the strawberry on the left,fully_visible,4,object_4,True,"target molmo_id=4 (node_id=3) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,4,"target molmo_id=4 (object_4) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_345/perception,345,5,object_5,False,the strawberry on the left,fully_visible,5,object_5,True,"target molmo_id=5 (node_id=4) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,5,"target molmo_id=5 (object_5) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_345/perception,345,6,object_6,False,the strawberry on the left,fully_visible,6,object_6,True,"target molmo_id=6 (node_id=5) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,6,"target molmo_id=6 (object_6) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_345/perception,345,7,object_7,False,the strawberry on the left,partially_occluded,4,object_4,False,"target molmo_id=7 (node_id=6) is in graph, occluded by molmo_id=[2]",ok,True,3,target_grasped,4 -> 2 -> 7,"selected mid=4 (object_4)  vlm_reason=Object 2 directly covers the target (object 7), so it gets the highest score. Object 4 indirectly occludes the target by covering object 2, which is pressing on the target, so it gets a high but slightly lower score.  candidates:    mid=4: P_s=0.800 P_g=0.0356 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || selected mid=2 (object_2)  vlm_reason=single ancestor; assigned deterministic prior  candidates:    mid=2: P_s=1.000 P_g=0.1124 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || target molmo_id=7 (object_7) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_345/perception,345,8,object_8,False,the strawberry on the left,fully_visible,8,object_8,True,"target molmo_id=8 (node_id=7) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,8,"target molmo_id=8 (object_8) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_345/perception,345,9,object_9,False,the strawberry on the left,fully_visible,9,object_9,True,"target molmo_id=9 (node_id=8) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,9,"target molmo_id=9 (object_9) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_345/perception,345,10,object_10,False,the strawberry on the left,fully_visible,10,object_10,True,"target molmo_id=10 (node_id=9) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,10,"target molmo_id=10 (object_10) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_345/perception,345,11,object_11,False,the strawberry on the left,fully_visible,11,object_11,True,"target molmo_id=11 (node_id=10) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,11,"target molmo_id=11 (object_11) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_348/perception,348,1,object_1,False,"Have fruit, please.",partially_occluded,4,object_4,False,"target molmo_id=1 (node_id=0) is in graph, occluded by molmo_id=[4, 6]",ok,True,3,target_grasped,4 -> 6 -> 1,"selected mid=4 (object_4)  vlm_reason=Both object_4 and object_6 directly cover object_1, making them immediate occluders with high relevance.  candidates:    mid=4: P_s=0.950 P_g=0.0513 P=0.7220 IG=0.8527 G=1.000 best_part=None cost=0 score=0.6157 <-- selected    mid=6: P_s=0.950 P_g=0.0197 P=0.2780 IG=0.8527 G=1.000 best_part=None cost=0 score=0.2371 || selected mid=6 (object_6)  vlm_reason=single ancestor; assigned deterministic prior  candidates:    mid=6: P_s=1.000 P_g=0.0197 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || target molmo_id=1 (object_1) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_348/perception,348,2,object_2,False,"Have fruit, please.",fully_visible,2,object_2,True,"target molmo_id=2 (node_id=1) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,2,"target molmo_id=2 (object_2) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_348/perception,348,3,object_3,False,"Have fruit, please.",fully_visible,3,object_3,True,"target molmo_id=3 (node_id=2) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,3,"target molmo_id=3 (object_3) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_348/perception,348,4,object_4,False,"Have fruit, please.",fully_visible,4,object_4,True,"target molmo_id=4 (node_id=3) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,4,"target molmo_id=4 (object_4) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_348/perception,348,5,object_5,False,"Have fruit, please.",fully_visible,5,object_5,True,"target molmo_id=5 (node_id=4) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,5,"target molmo_id=5 (object_5) is fully visible, directly graspable"
gpt-4o,original,theory,all,,,,,scene_348/perception,348,6,object_6,False,"Have fruit, please.",fully_visible,6,object_6,True,"target molmo_id=6 (node_id=5) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,6,"target molmo_id=6 (object_6) is fully visible, directly graspable"
